municipality,barangay,year,season,rain_m1,rain_m2,rain_m3,rain_m4,rain_m5,rain_m6,temp_m1,temp_m2,temp_m3,temp_m4,temp_m5,temp_m6,humid_m1,humid_m2,humid_m3,humid_m4,humid_m5,humid_m6,ndvi_m1,ndvi_m2,ndvi_m3,ndvi_m4,ndvi_m5,ndvi_m6,evi_m1,evi_m2,evi_m3,evi_m4,evi_m5,evi_m6,ndwi_m1,ndwi_m2,ndwi_m3,ndwi_m4,ndwi_m5,ndwi_m6,vv_m1,vv_m2,vv_m3,vv_m4,vv_m5,vv_m6,vh_m1,vh_m2,vh_m3,vh_m4,vh_m5,vh_m6,ndvi_present,s1_present,yield_mt_ha
City of Santa Rosa,Pooc,2024,Dry,6.8,10.2,25.7,12.0,252.1,337.7,25.53,25.84,26.37,28.42,28.97,28.37,79.17,79.08,79.74,77.15,78.57,81.73,-0.03700393345206976,0.2052969154567018,0.24472602752286204,0.2194152411691183,,0.2980757161390548,-0.08004357852041721,0.14980179191599674,0.16812122774599067,0.1521269638929218,,0.31979295952257764,0.029053475707769394,-0.28386955610545755,-0.2844311398886408,-0.297142040985971,,-0.2899024065316112,-3.3469246927668785,-3.1972242772090187,-3.240725694232015,-3.288846396663629,-3.3962518575934846,-3.037535919752454,-9.964902919537035,-9.941778542276708,-9.826729234524961,-10.119008259316283,-10.074124374781576,-9.69277341828792,5,6,4.769
City of Santa Rosa,Pooc,2024,Wet,445.0,275.9,307.0,308.7,62.4,189.7,27.43,27.86,27.6,27.49,27.47,26.18,83.7,82.99,83.88,82.46,81.65,84.76,,0.21600130863990946,0.2747838436985337,0.27162090916190657,0.2213863595959309,0.22686663395505774,,0.19280997182652956,0.1879285975636886,0.19072569595200792,0.14657930976311528,0.1838488899683272,,-0.24113344887950725,-0.3289446332501132,-0.327742115196064,-0.2944983976361473,-0.24728354778750442,-2.056021725967749,-2.648070398851265,-2.948524472705186,-2.8990506624749655,-3.3003654071036013,-2.198092487705531,-10.088437384965076,-9.677764611257352,-9.955348414350345,-9.736915820879277,-10.109881519509454,-9.130947388931865,5,6,4.5
City of Santa Rosa,Pooc,2025,Dry,51.9,89.6,48.5,22.0,167.5,369.0,25.58,25.66,26.57,28.59,28.55,27.55,82.79,82.35,80.81,76.27,78.18,83.04,,0.2736984249732474,0.22753803663075287,0.2514309989343785,0.2181104475917568,,,0.19847023367242042,0.17319804763187374,0.20073846118498576,0.1602084918581468,,,-0.33069282832015684,-0.2884601186818767,-0.28870082495575594,-0.280082706562473,,-2.9188482449235447,-3.0676878155027403,-2.972428543318238,-2.9777007997377436,-2.867622082035717,-1.1143107246312765,-9.82062640476033,-9.85067156074631,-9.80820222958393,-11.216169902360853,-9.702983418185196,-9.733703484041747,4,6,4.5
City of Santa Rosa,Pooc,2025,Wet,368.5,323.2,290.4,254.2,208.0,69.9,27.39,27.29,26.73,27.12,26.97,26.31,82.78,81.91,85.26,83.51,83.63,81.87,,0.2425927235117865,,,0.2755723044741519,,,0.17183384149086076,,,0.16782654562324245,,,-0.2940407954491258,,,-0.3371785448227977,,-2.37545990632298,-2.5645532742739663,-1.7837312018999998,-2.6744505528131173,-2.0115065513871246,,-10.091880793981964,-9.705441952506785,-9.937421231465713,-9.749009291453856,-9.999614572713249,,2,5,4.25
City of Santa Rosa,Pulong Santa Cruz,2021,Dry,132.8,68.2,56.8,16.8,80.9,269.4,24.65,24.76,26.33,27.65,28.73,27.46,82.81,81.88,80.0,71.36,75.01,82.7,0.36139906183599246,0.32673169633640825,-0.009690527804195881,0.2060976198055095,0.22702575473555694,,0.2841897298616899,0.2328249530832402,-0.06396454945206642,0.13513469487809227,0.3260729991260909,,-0.33853095551794543,-0.3208120997562458,0.03476197458803654,-0.2247316182542134,-0.2534338635532374,,-4.425242410580508,-3.6439233440284533,-4.721837515049945,-4.57697644203873,-4.924943261005934,-4.6439144974353725,-13.06583359106311,-12.643723959235997,-13.387548063554107,-13.31868174212281,-13.641889912532323,-13.32558887602427,5,6,4.933
City of Santa Rosa,Pulong Santa Cruz,2021,Wet,273.5,250.0,446.1,234.3,64.5,78.5,26.94,26.91,26.45,26.31,26.93,25.55,85.3,85.03,88.34,86.36,80.16,77.37,0.42704166983292496,0.37602855876601643,0.35919031368369936,0.35427963839211707,-0.005351577638922369,0.34865056526199534,0.4079559459006542,0.43932159307109037,0.25230194344335305,0.13883764570111565,-0.0663608920705669,0.2522155054081275,-0.38000686488637403,-0.3269571080586856,-0.3401442593005978,-0.34493310546009837,0.04096577502787113,-0.3394585512121047,-3.6173834594975998,-6.280487946266835,-4.564096889399734,-6.398193506029974,-3.8369015516197735,-6.470498275253634,-12.644735777975992,-12.481803941662424,-13.235036679896178,-12.49332827646743,-13.08685039786395,-12.509802997291397,6,6,5.1
City of Santa Rosa,Pulong Santa Cruz,2022,Dry,32.3,28.8,32.6,64.0,289.1,324.6,25.52,26.04,27.61,27.42,27.85,27.24,73.91,75.32,72.64,74.63,78.12,82.54,0.32974588225634976,0.2827320134629948,0.2787758701312739,0.2974543870894489,0.33082975308815527,,0.2216780032665237,0.18528554500232614,0.1540705859971263,0.2480871745079762,0.28987124451582036,,-0.26129526351993915,-0.2850581497553666,-0.2979546344866119,-0.2840547364213165,-0.3118661425494385,,-6.580283628938644,-6.517127706425064,-6.535426661824112,-6.067526146296464,-5.583627269289791,-5.659984410232458,-12.619319419653024,-12.507767239314584,-12.515699869819537,-12.23604153791893,-12.076479565532052,-12.10684312474701,5,6,5.047
City of Santa Rosa,Pulong Santa Cruz,2022,Wet,376.5,528.4,357.0,485.2,113.6,99.8,26.6,26.05,26.15,26.4,26.3,25.32,87.33,88.39,87.11,85.97,85.33,82.81,0.3598360579625911,0.42258596338922333,0.3569913280110584,0.4638778922201212,0.3280441188812256,0.3480957911772685,0.3348194397356843,0.3744034146326518,0.24239449373867522,0.4350652536397001,0.28973907113075253,0.22962552942774297,-0.3427115549706553,-0.3598650190475872,-0.3347744700006579,-0.4026910065648431,-0.27905269086360934,-0.3385826853081591,-5.356159762950991,-6.181806087731323,-5.4863071894895254,-5.2571221774255985,-4.790110877818798,-6.323052695076655,-11.747792188046189,-12.32837273147709,-11.733282103303333,-11.58776099431406,-11.433626104400508,-12.439920319803788,6,6,4.85
City of Santa Rosa,Pulong Santa Cruz,2023,Dry,114.5,70.9,11.6,134.2,127.0,284.7,24.79,25.6,26.46,27.51,28.3,27.39,81.23,75.21,69.12,75.06,76.99,82.66,0.36288757733856514,0.21026881354393948,0.25042738670771153,0.2873097275735718,0.2929400352148811,0.4222590864082528,0.2585260153751515,0.1784986726654976,0.17822060329920014,0.23186874096722865,0.29988635927752055,0.3760869539556973,-0.34922305695024974,-0.198876486101283,-0.276539414348775,-0.2954417989149,-0.26783234126276523,-0.37797807526392324,-6.457654218178569,-6.187707849855593,-6.398954198901183,-6.094459582370813,-5.898948364088477,-5.606586970500415,-12.51187417636409,-12.232740984308803,-12.424371876827017,-12.26714348938705,-12.182903180490886,-11.859448675164598,6,6,4.75
City of Santa Rosa,Pulong Santa Cruz,2023,Wet,314.1,77.0,294.1,148.2,85.2,37.5,27.34,27.73,26.96,27.0,27.1,26.71,83.05,79.25,85.85,82.98,78.81,78.92,0.3006373631547184,,0.36473921653352004,0.3662401723776578,0.2480745575577022,,0.23989869394187815,,0.23623144917735106,0.3586254430329232,0.1910435974262655,,-0.2804877105279966,,-0.3349673951114513,-0.31694292731835827,-0.21690459184348596,,-4.964225981571775,-5.307415784879182,-5.117174461601732,-4.664486480638221,-5.2968412207106885,-5.3492790813706685,-11.470807301704987,-11.863873593697656,-11.618838436102484,-11.270504434879658,-11.485331583650375,-11.685454509334493,4,6,4.5
City of Santa Rosa,Pulong Santa Cruz,2024,Dry,10.6,10.1,24.1,11.8,225.4,348.6,25.82,26.22,26.86,29.14,29.3,27.71,73.39,72.95,73.04,69.37,74.17,85.13,0.2821300895987558,0.25373179809413327,-0.05048491212372215,0.2099125266970858,,,0.08416400817041472,0.22261134753743747,-0.14586106683008188,0.09576684370573474,,,-0.2800524014086052,-0.28445458315262906,0.0741815409109665,-0.26312808376389496,,,-6.09036505178434,-6.067153799825567,-6.088939635879821,-6.260916270012638,-6.107000779448593,-5.481030832025829,-11.92478410714453,-12.098116340460225,-11.744397758226343,-12.358814380574717,-12.10615235358297,-11.45017471934416,4,6,4.665
City of Santa Rosa,Pulong Santa Cruz,2024,Wet,474.7,239.8,290.4,349.0,80.8,171.3,26.65,27.08,26.83,26.68,27.33,25.77,87.47,85.91,86.58,85.77,79.66,85.29,,0.319489110154908,0.32198836005999876,0.3452331370433154,0.4568787595103941,0.34540473522534665,,0.33972974119981525,0.2507763206175799,0.2576167793940077,0.3459261046048584,0.2923595094746992,,-0.29381960002174246,-0.30547271621457106,-0.32925185855717953,-0.4206805679580385,-0.3205387551112796,-3.8900903224032635,-4.5957217648694755,-5.5380072236328255,-4.726071511567994,-5.835110426510282,-4.726075314213375,-12.767499060703905,-11.09779909417328,-11.842416519051945,-11.211076980630994,-11.998571905615474,-10.988811242838151,5,6,3.125
City of Santa Rosa,Pulong Santa Cruz,2025,Wet,370.6,295.5,341.4,238.1,219.9,64.5,26.62,26.61,25.92,26.44,26.5,26.24,85.08,83.89,88.9,86.65,84.46,79.33,,0.299510302744212,,,0.3256954954187305,,,-0.07030823554781458,,,0.2462692931323898,,,-0.2832866713013328,,,-0.30303036391055027,,-3.973635731197479,-5.11413880097806,-2.848613246665745,-5.152610118869201,-3.6150745671767117,,-12.711214543475792,-11.592631787234602,-12.17842474214382,-11.614208530397775,-12.5923155660685,,2,5,4.2
City of Santa Rosa,Sinalhan,2021,Dry,108.6,91.9,63.2,22.2,79.8,231.7,25.1,25.17,26.72,27.88,28.81,27.93,81.75,80.92,78.69,70.63,75.02,81.25,0.41906707245198693,0.4461414979617983,0.03949730843305588,0.3631445097240899,0.37558056268879275,0.36160453371339907,0.30819522342712946,0.33120393478279103,0.03260829299688339,0.35259780190089707,0.2975289623783894,0.40344428344586547,-0.40272947108207396,-0.442454225892413,-0.16881150007247925,-0.3692502356095998,-0.39076894320405586,-0.3130356532604238,-6.03437765064466,-5.664797404173271,-6.3077510949569335,-6.107022445858803,-6.4223539079481,-6.092129835500512,-13.213758944098128,-12.802989676567003,-13.596537458559958,-13.274250135120624,-13.431336630887769,-12.970341689625283,6,6,5.615
City of Santa Rosa,Sinalhan,2021,Wet,282.0,182.8,360.0,204.0,46.7,80.0,27.46,27.33,26.94,26.89,27.51,25.93,83.44,83.78,86.7,84.03,77.47,76.43,,0.3870946934501494,0.4618712930514039,0.4254853686584149,,0.42994941627317157,,0.37376594839823507,0.34211105512634754,0.2980927501494661,,0.3051312435653967,,-0.35168371674744003,-0.4454549503384209,-0.43256190250184046,,-0.42877700672943225,-4.71813816100625,-6.304333412973115,-5.467954840170343,-6.323676724847692,-5.680525086661686,-6.500927839975761,-11.948724503593764,-11.968351873172626,-12.464553527822028,-12.071648385249006,-12.74147402455384,-12.105347090897206,4,6,5.295
City of Santa Rosa,Sinalhan,2022,Dry,33.1,21.8,24.7,59.5,215.1,265.8,25.92,26.26,27.74,27.63,28.03,27.65,72.65,74.93,72.74,74.3,78.5,81.8,0.28414265449771603,0.38399456561122336,0.40007223337169734,,0.4683495026764371,,0.19154330623023474,0.293901431451948,0.3156614916199845,,0.3775719887306325,,-0.276528302833638,-0.3941016663848158,-0.42314863061310826,,-0.45363696849126917,,-6.832820564953694,-6.6760665547197915,-6.783282857022785,-6.470023693236909,-5.782738635734129,-5.699162996507764,-12.478138898298461,-12.265302739923724,-12.308674606890781,-12.010758614602558,-11.56629115746936,-11.3551328858931,4,6,5.112
City of Santa Rosa,Sinalhan,2022,Wet,299.2,369.6,274.8,438.8,77.0,120.2,27.04,26.56,26.65,27.01,26.83,25.75,86.57,87.31,86.0,83.49,83.37,81.53,0.49429401051927113,0.42477220350760414,0.27353801892360086,0.4507127151793152,0.3598812810677333,0.40692935691818677,0.39611318701260567,0.33060931980500097,0.3171380418005311,0.4019507498169939,0.29218603910130975,0.3042270656986607,-0.47579339883655225,-0.40849715138645093,-0.26486188189063137,-0.42393568174881646,-0.3487811964740388,-0.4056111339839572,-5.732524640030289,-6.104979086347396,-5.571708055028967,-5.133437809883484,-5.093294543970422,-6.287472519140412,-11.37514733693259,-11.673149976496859,-11.214169819566298,-10.929827357441575,-10.94651302415921,-12.026905974673753,6,6,5.2
City of Santa Rosa,Sinalhan,2023,Dry,106.7,72.6,7.5,130.6,118.9,222.7,25.15,25.93,26.7,27.74,28.55,27.89,80.29,74.66,68.63,75.01,76.79,80.82,0.33093254071628236,0.32301259131525834,0.37098666284614423,0.4050055604431439,0.4166110681262936,0.511671951550942,0.2352122275239051,0.2467199040341101,0.2984941055194077,0.3381346140170699,0.358686938422142,0.4136762660091306,-0.3547280043861346,-0.32060009326411415,-0.3911466061908747,-0.40191422547007766,-0.409726310475422,-0.49868870276446453,-6.665693949652684,-6.7360346484638445,-6.774137172055006,-6.59969541501569,-6.401364570536479,-5.500118483784484,-12.214531524811752,-12.163877722954304,-12.381898062128295,-12.149527356731106,-12.058602190677142,-11.104620195987708,6,6,5.1
City of Santa Rosa,Sinalhan,2023,Wet,338.5,96.5,344.9,169.9,85.3,38.3,27.94,28.09,27.63,27.55,27.14,26.63,81.31,80.29,83.28,81.88,81.44,82.48,0.4707187055327366,0.39935366233441844,0.45024636910425025,,0.18131136315919102,0.43438519047737495,0.38692977132535905,0.3631534562876356,0.3371569176480692,,0.14842745363712312,0.3294483440150938,-0.4469803139814693,-0.36940910457580584,-0.44006945926650576,,-0.14871824784647844,-0.43770320109534705,-5.41931502310364,-5.708240050652803,-5.5977144621606545,-5.210982145853355,-5.574423922988358,-5.73552353074013,-11.272416210458672,-11.417811823007002,-11.318568934081537,-11.013377470223293,-11.304577577080275,-11.564092008439543,5,6,4.8
City of Santa Rosa,Sinalhan,2024,Dry,6.8,10.2,25.7,12.0,252.1,337.7,25.53,25.84,26.37,28.42,28.97,28.37,79.17,79.08,79.74,77.15,78.57,81.73,0.07606545835733414,0.4239486726141653,0.36224284394346057,0.4085105304783121,,0.2557086328415256,0.1335901916027069,0.32004648357638804,0.27906227994206734,0.32400849676263804,,0.26792144907704746,-0.11558538675308228,-0.4487651587718052,-0.3788169324923814,-0.4405707485598713,,-0.26623339280124436,-6.083731062671237,-6.1313554141748465,-6.191923087151237,-6.202028300347738,-5.971839476298713,-5.512450358694767,-11.821208974459289,-11.930993126130103,-11.604316499059948,-11.989467539919334,-11.522245986127768,-11.044986962491494,5,6,4.5
City of Santa Rosa,Tagapo,2021,Dry,108.6,91.9,63.2,22.2,79.8,231.7,25.1,25.17,26.72,27.88,28.81,27.93,81.75,80.92,78.69,70.63,75.02,81.25,0.40096182325783236,0.4058473904559541,0.00028064154850488375,0.3673705955741904,0.3379792964737165,0.2791881156295593,0.29912015953261484,0.28638009752049903,-0.011174421503462574,0.3429257307433176,0.2665035045516551,0.3344244449284209,-0.38870328040707536,-0.4071947953066331,0.010015955374745481,-0.36587258542227474,-0.35539346261215904,-0.2514969671893509,-4.685906282193007,-3.9499729982619844,-5.0403415519531665,-4.98679296169892,-5.092457269230628,-4.787832064020799,-12.159895175188481,-11.849904863510671,-12.571454560656015,-12.509760292501293,-12.65347464160439,-12.424436609848266,6,6,5.377
City of Santa Rosa,Tagapo,2021,Wet,282.0,182.8,360.0,204.0,46.7,80.0,27.46,27.33,26.94,26.89,27.51,25.93,83.44,83.78,86.7,84.03,77.47,76.43,,0.30158309270469547,0.421153883916641,0.4210585515746906,-0.018985967716258587,0.4078520812478513,,0.291691850460895,0.31088663152429113,0.29705586457764926,-0.05955686963473757,0.2798921128817563,,-0.30666773308892675,-0.40938764993536225,-0.4169043837589931,0.03403599572960625,-0.40795186047078996,-3.6718216507536905,-5.716006509513789,-4.192465346504543,-5.896183043483088,-4.602776360375378,-5.915248283761224,-11.565489436629315,-11.14530753096309,-11.881627643530004,-11.217317218336833,-12.3314340887504,-11.254392008961421,5,6,5.142
City of Santa Rosa,Tagapo,2022,Dry,33.1,21.8,24.7,59.5,215.1,265.8,25.92,26.26,27.74,27.63,28.03,27.65,72.65,74.93,72.74,74.3,78.5,81.8,0.3084065210943739,0.38956344299951795,0.37661006908540995,,0.4100843334052177,,0.23449299503200186,0.29260880968343295,0.5583720724967429,,0.31130396777741487,,-0.3005784547143665,-0.385321030950461,-0.3873246144448162,,-0.39635776144319224,,-6.03037974610981,-5.9010233825538,-6.01315559327395,-5.909555804243172,-5.1977473692973195,-5.14643645078656,-11.342870112365157,-11.067433340720443,-11.247780951898623,-11.2272885378567,-10.739385946369461,-10.743886214431006,4,6,5.155
City of Santa Rosa,Tagapo,2022,Wet,299.2,369.6,274.8,438.8,77.0,120.2,27.04,26.56,26.65,27.01,26.83,25.75,86.57,87.31,86.0,83.49,83.37,81.53,0.4360857629521688,0.39838005387850123,0.3254226714582142,0.31238439186894545,0.4020407935303654,0.41870632713063105,0.30036879194858773,0.3042465160213309,0.29969137868901186,0.26630940129980435,0.2981906104861499,0.2984629040289179,-0.4236161916603699,-0.38004353485874404,-0.3129947848764288,-0.28295017051328203,-0.38548275773644336,-0.41133914987509246,-5.156924358561458,-5.693425469443783,-4.924278071885136,-4.7898645816979695,-4.33282591679244,-5.668991411603379,-10.533478998440213,-10.928811613143145,-10.440148254878427,-10.343227371479657,-10.031491869567041,-10.886702676145017,6,6,4.835
City of Santa Rosa,Tagapo,2023,Dry,106.7,72.6,7.5,130.6,118.9,222.7,25.15,25.93,26.7,27.74,28.55,27.89,80.29,74.66,68.63,75.01,76.79,80.82,0.49343812622014444,0.29462364614227526,0.35061815002946156,0.37437643438342366,0.404098928839363,0.45137022966095486,0.3539642233008469,0.21713105027810228,0.2701986753902512,0.2954955309050046,0.34858250573205124,0.3108247285604628,-0.44364576581582854,-0.28095372323423473,-0.36866648699288873,-0.3768113010437317,-0.3863668921717971,-0.4396731685313347,-5.788944196557097,-5.7376063421772105,-5.969229506952744,-5.87504502149995,-5.7170940035669044,-4.8776598602300165,-10.991616710775265,-10.984331771998503,-11.139807566861393,-11.123775032035708,-11.153369990812902,-10.410031870198726,6,6,4.706
City of Santa Rosa,Tagapo,2023,Wet,338.5,96.5,344.9,169.9,85.3,38.3,27.94,28.09,27.63,27.55,27.14,26.63,81.31,80.29,83.28,81.88,81.44,82.48,0.41850585114263583,0.3073590106147425,0.42417994648387636,0.7030483664468277,0.36942596169373804,0.4284826869741732,0.2939083113565236,0.2807379078054064,0.3276073558003154,0.6362459430860918,0.3071519190587391,0.30280628363705225,-0.4012277179296723,-0.3132171672941002,-0.41599129199797585,-0.5733648933643517,-0.3191949386958102,-0.4301237098054852,-4.812000126276396,-4.993037532500738,-4.916328343671545,-4.517782701406744,-5.006230901811803,-4.990375039194547,-10.388777324539364,-10.398883092447301,-10.41745087861517,-10.193271511252679,-10.431936409757133,-10.441040131680657,6,6,4.732
City of Santa Rosa,Tagapo,2024,Dry,6.8,10.2,25.7,12.0,252.1,337.7,25.53,25.84,26.37,28.42,28.97,28.37,79.17,79.08,79.74,77.15,78.57,81.73,-0.019755321334944006,0.3807575682065749,0.3318468968709187,0.3489362313223141,,0.45322216488420963,-0.04286620222652953,0.2758115122589728,0.2547699215726583,0.2423788275018077,,0.39083622221369296,0.028042750161451604,-0.4064333149453659,-0.34554775751600475,-0.3816079892721816,,-0.4191497168503702,-5.615309069581572,-5.705018428744263,-5.79076969254097,-5.935642362306267,-5.853180300016091,-5.274827427274969,-10.842272344739486,-10.96349517975441,-10.876776960114176,-11.277939532204977,-10.94211109817949,-10.444412587334966,5,6,5.078
City of Santa Rosa,Tagapo,2024,Wet,445.0,275.9,307.0,308.7,62.4,189.7,27.43,27.86,27.6,27.49,27.47,26.18,83.7,82.99,83.88,82.46,81.65,84.76,,0.3672264301519907,0.42874172734725124,0.42068744807821873,0.38949502754583937,0.37861776207404707,,0.3441228442366886,0.305977469371883,0.2891813121611592,0.2671613377382822,0.2833647812272661,,-0.350293426464821,-0.41791774284808303,-0.41394608209921907,-0.4018094294891597,-0.37494964345293946,-3.938558354079878,-4.621216415020969,-5.185795205309846,-5.0881809142819145,-5.641343800166285,-4.456403474621205,-11.61650999074264,-10.10333887772815,-10.650423625586056,-10.347717224587832,-10.851680300631555,-9.954090505857987,5,6,4.012
City of Santa Rosa,Tagapo,2025,Dry,51.9,89.6,48.5,22.0,167.5,369.0,25.58,25.66,26.57,28.59,28.55,27.55,82.79,82.35,80.81,76.27,78.18,83.04,0.6168330329334871,0.40010003234394953,0.37725135239066565,0.3387644848084428,0.35318658930327684,,0.46607497748791815,0.3119022166200199,0.3040911049788642,0.2759681824456072,0.30781041725556135,,-0.5332529435323712,-0.3953793762471361,-0.38800077296649954,-0.3580147023018954,-0.3655803035171071,,-5.2008076205314495,-5.584934983456004,-5.5747654194072,-5.157422249003279,-5.3078646551951,-2.933555877197048,-10.644434005451897,-10.792966793358303,-10.859458317546585,-12.997257099500615,-10.554175788786429,-11.268579822437196,5,6,4.69
City of Santa Rosa,Tagapo,2025,Wet,368.5,323.2,290.4,254.2,208.0,69.9,27.39,27.29,26.73,27.12,26.97,26.31,82.78,81.91,85.26,83.51,83.63,81.87,,0.3359480196850974,,,0.41996159867189703,,,0.2299265976853607,,,0.27964921437461004,,,-0.35702265798995986,,,-0.4163128902145281,,-3.983174462896756,-4.898522087810102,-3.4561329665855793,-5.025121654687396,-3.886300131149709,,-11.640626050784617,-10.486481469762369,-11.374756533468835,-10.540792754793285,-11.584535887514335,,2,5,4.62
City of Cabuyao,Baclaran,2021,Dry,108.6,91.9,63.2,22.2,79.8,231.7,25.44,25.52,27.1,28.25,29.16,28.28,81.79,80.96,78.74,70.7,75.08,81.31,0.5147512294948631,0.5284346933847086,0.010592116974294186,0.5781049281358719,0.3922812436090235,0.40732340274136497,0.4382949484548669,0.36167659459786466,0.014771406538784504,0.5134047617514927,0.3135991909309367,0.38418194000175687,-0.4553348143217136,-0.5059539483849452,-0.0286320261657238,-0.48403988778591156,-0.4182231014126703,-0.3528639272632445,-5.518135007561886,-4.94152302849591,-6.129109893098422,-5.790105858472471,-6.251461610154044,-5.148775601144812,-14.463401229002212,-13.584012076884916,-14.387920008270047,-14.05631740537689,-14.451055665135533,-13.722776373408552,6,6,4.84
City of Cabuyao,Banaybanay,2021,Dry,113.8,76.6,76.3,16.6,106.8,261.1,24.88,24.99,26.48,27.79,28.92,27.95,85.5,84.67,83.51,74.45,78.11,83.39,0.44543774249113877,0.4390358703112335,-0.0016775805612697322,0.39507903262487426,0.3260417892831037,0.3978799627370337,0.41297476099836744,0.30761918680695927,0.005976762119269767,0.3257097468006117,0.23437114781871515,0.5166814155194653,-0.3872918093478994,-0.4383931776949174,0.011076562661294117,-0.38426463090423313,-0.35988177183593506,-0.3236445938295582,-5.022330784909774,-4.210932363254597,-5.516080558064305,-5.6249764002118,-5.975086359708133,-4.790769175735128,-13.905433055126124,-13.092363640220189,-14.543317830964854,-14.663779895591327,-14.960068608980112,-13.845137745412488,6,6,4.92
City of Cabuyao,Bigaa,2021,Dry,108.6,91.9,63.2,22.2,79.8,231.7,25.1,25.17,26.72,27.88,28.81,27.93,81.75,80.92,78.69,70.63,75.02,81.25,0.41646414476642263,0.5574269292841814,,0.4223729976604898,0.4354757651214675,0.4804139464217306,0.3487077788449822,0.3968239941263111,,0.3872119887299575,0.33068470303329817,0.5455756220317488,-0.37634964047743363,-0.5168745571981307,,-0.42256896575560815,-0.4423767935503702,-0.3973104591614276,-6.3160372549059,-5.925819219963482,-6.702811115596887,-6.6108403865642416,-6.81923287247302,-6.0141611942844575,-13.700273324408496,-13.08123397140825,-13.928364015771209,-13.674188654693994,-13.9213969473104,-13.313026948436546,5,6,4.73
City of Cabuyao,Butong,2021,Dry,108.6,91.9,63.2,22.2,79.8,231.7,25.1,25.17,26.72,27.88,28.81,27.93,81.75,80.92,78.69,70.63,75.02,81.25,0.37962408211312304,0.5071060627889995,-0.01918976567685604,0.3711568961135894,0.39512335446070934,0.44507357145129867,0.31498271868184835,0.3633929328593447,-0.02462669089436531,0.33986933361643734,0.3089918602750016,0.4735021331897208,-0.3165092534431209,-0.48514360128324946,0.010296603664755821,-0.37631443243188833,-0.420082554566861,-0.3681757851281642,-6.308007130812162,-6.176771232766474,-6.646672377150177,-6.6423210474416985,-6.883596183104174,-6.204493569755885,-13.296255673287009,-12.806782686665464,-13.414792290459046,-13.22777463867824,-13.348743210218776,-12.97904042582417,6,6,5.6
City of Cabuyao,Gulod,2021,Dry,108.6,91.9,63.2,22.2,79.8,231.7,25.44,25.52,27.1,28.26,29.17,28.29,81.79,80.96,78.74,70.7,75.08,81.32,0.49120535441567614,0.5732896637610628,0.06379085034132004,0.4808540637772166,0.3687024160172902,0.3318891218633396,0.42076329453073,0.4450710888977098,0.2031640261411667,0.5087392676335183,0.2906441136991792,0.30353889454972643,-0.4102718749184866,-0.5195448967325305,-0.011434253305196762,-0.4408315095404773,-0.4005603846267843,-0.254965124529372,-6.993077091989872,-6.389700187186595,-7.521961353223213,-7.446476765522396,-8.06050826800027,-7.570132423420439,-14.510380616376628,-13.470444269192512,-14.789433484142203,-14.472291839641516,-15.312579665860518,-15.489517584018246,6,6,4.94
City of Cabuyao,Mamatid,2021,Dry,113.8,76.6,76.3,16.6,106.8,261.1,24.96,25.07,26.55,27.85,28.98,28.03,85.5,84.67,83.52,74.46,78.12,83.4,0.3696618992885707,0.4226775567746609,,0.19490040566713082,0.3409675139298017,0.36508723507504226,0.2920115419921144,0.29489740266453063,,0.21519189484653978,0.2633881313484749,0.3947508514135479,-0.3729369900629012,-0.4474905947327398,,-0.2844457191725572,-0.3803449483795894,-0.34492568179784416,-3.6399815348464837,-3.031695776466332,-3.8938484467054786,-3.6742252679650775,-4.056349620590954,-3.3963145890783872,-12.27753243012667,-11.749273966094494,-12.451061309751665,-12.299635348811876,-12.60044323324881,-12.10139298664354,5,6,4.73
City of Cabuyao,Marinig,2021,Dry,108.6,91.9,63.2,22.2,79.8,231.7,25.1,25.17,26.72,27.88,28.81,27.93,81.75,80.92,78.69,70.63,75.02,81.25,0.2553413745105989,0.5171046889446557,,0.35615100718792453,0.35209662861184876,0.33702909567883554,0.23342059185648317,0.3745694847044287,,0.33959052388343003,0.27027278154154033,0.3392137162790159,-0.22237796486625744,-0.48052647551064465,,-0.3620560093681765,-0.3848257060487077,-0.28258234358463635,-5.931127499692761,-6.051309312217131,-6.674326827644609,-6.403421916068458,-6.784334348785423,-6.427345823196528,-13.658238120936078,-13.10551754156542,-13.814702121134763,-13.46310972806651,-13.937604411776277,-14.178663058878618,5,6,6.06
City of Cabuyao,Niugan,2021,Dry,108.6,91.9,63.2,22.2,79.8,231.7,25.4,25.48,27.03,28.19,29.11,28.24,81.79,80.95,78.73,70.69,75.08,81.3,0.6016798617631316,0.4894871356136253,,0.3722115126370383,0.3518810729453007,0.30891509975432063,0.5391888169125526,0.3420255030042173,,0.3312975057077764,0.24776066695495036,0.362936565914368,-0.5140614837887607,-0.4516840061243549,,-0.3462232097445299,-0.36239244957745526,-0.2511314866798262,-5.552358913088453,-5.039628483109992,-6.5104244285117705,-6.511513571018093,-6.455931664791407,-5.555725834392024,-13.921021475283899,-13.287104736941549,-14.90355358142662,-14.949380028998295,-15.134951002752496,-14.291015212786903,5,6,4.77
