province,municipality,year,semester,season_type,yield_mt_ha,ecosystem,source_file,suspected_proxy
Laguna,Lumban,2023,2,Wet,4.20237,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Mabitac,2023,2,Wet,4.50353,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Magdalena,2023,2,Wet,4.39502,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Majayjay,2023,2,Wet,4.13583,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Nagcarlan,2023,2,Wet,4.27001,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Paete,2023,2,Wet,4.43316,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pagsanjan,2023,2,Wet,4.24173,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pakil,2023,2,Wet,4.12618,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pangil,2023,2,Wet,4.38983,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pila,2023,2,Wet,4.47445,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Rizal,2023,2,Wet,4.13811,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Cruz,2023,2,Wet,4.43486,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Maria,2023,2,Wet,4.70435,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Siniloan,2023,2,Wet,4.48586,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Victoria,2023,2,Wet,4.52947,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Alaminos,2024,1,Dry,5.83836,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Bay,2024,1,Dry,4.69411,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Calauan,2024,1,Dry,4.71609,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Cavinti,2024,1,Dry,4.41964,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Biñan,2024,1,Dry,5.60253,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Cabuyao,2024,1,Dry,5.68066,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Calamba,2024,1,Dry,5.0325,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of San Pablo,2024,1,Dry,4.61359,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Santa Rosa,2024,1,Dry,5.46691,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Famy,2024,1,Dry,4.45242,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Kalayaan,2024,1,Dry,3.95875,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Liliw,2024,1,Dry,5.12769,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Los Baños,2024,1,Dry,5.31347,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Luisiana,2024,1,Dry,4.39423,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Lumban,2024,1,Dry,4.04333,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Mabitac,2024,1,Dry,4.35098,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Magdalena,2024,1,Dry,5.41164,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Majayjay,2024,1,Dry,4.09981,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Nagcarlan,2024,1,Dry,4.58833,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Paete,2024,1,Dry,4.04066,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pagsanjan,2024,1,Dry,4.04962,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pakil,2024,1,Dry,4.48538,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pangil,2024,1,Dry,3.93958,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pila,2024,1,Dry,4.41717,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Rizal,2024,1,Dry,3.94947,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Cruz,2024,1,Dry,4.75671,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Maria,2024,1,Dry,4.67847,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Siniloan,2024,1,Dry,3.96338,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Victoria,2024,1,Dry,4.58324,ALL ECOSYSTEMS,2024 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Alaminos,2024,2,Wet,3.524,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Bay,2024,2,Wet,3.919,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Calauan,2024,2,Wet,3.852,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Cavinti,2024,2,Wet,3.319,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Biñan,2024,2,Wet,3.61,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Cabuyao,2024,2,Wet,3.736,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Calamba,2024,2,Wet,3.77,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of San Pablo,2024,2,Wet,3.754,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Santa Rosa,2024,2,Wet,3.599,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Famy,2024,2,Wet,4.037,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Kalayaan,2024,2,Wet,3.372,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Liliw,2024,2,Wet,3.931,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Los Baños,2024,2,Wet,3.609,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Luisiana,2024,2,Wet,3.197,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Lumban,2024,2,Wet,3.62,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Mabitac,2024,2,Wet,3.926,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Magdalena,2024,2,Wet,3.897,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Majayjay,2024,2,Wet,3.458,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Nagcarlan,2024,2,Wet,3.671,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Paete,2024,2,Wet,3.119,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pagsanjan,2024,2,Wet,3.837,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pakil,2024,2,Wet,3.302,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pangil,2024,2,Wet,3.769,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pila,2024,2,Wet,3.873,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Rizal,2024,2,Wet,3.43,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Cruz,2024,2,Wet,3.793,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Maria,2024,2,Wet,4.044,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Siniloan,2024,2,Wet,3.895,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Victoria,2024,2,Wet,3.869,ALL ECOSYSTEMS,2024 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Alaminos,2025,1,Dry,3.61671,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Bay,2025,1,Dry,4.94538,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Calauan,2025,1,Dry,4.78313,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Cavinti,2025,1,Dry,3.66486,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Biñan,2025,1,Dry,4.08119,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Cabuyao,2025,1,Dry,3.89592,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Calamba,2025,1,Dry,4.37207,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of San Pablo,2025,1,Dry,3.94521,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Santa Rosa,2025,1,Dry,4.27719,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Famy,2025,1,Dry,4.58424,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Kalayaan,2025,1,Dry,3.91862,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Liliw,2025,1,Dry,4.12058,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Los Baños,2025,1,Dry,3.58221,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Luisiana,2025,1,Dry,3.67634,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Lumban,2025,1,Dry,4.50725,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Mabitac,2025,1,Dry,4.8319,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Magdalena,2025,1,Dry,3.93489,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Majayjay,2025,1,Dry,3.52245,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Nagcarlan,2025,1,Dry,4.22053,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Paete,2025,1,Dry,4.24877,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pagsanjan,2025,1,Dry,4.22853,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pakil,2025,1,Dry,4.21115,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pangil,2025,1,Dry,4.73353,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pila,2025,1,Dry,4.73137,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Rizal,2025,1,Dry,3.82234,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Cruz,2025,1,Dry,4.66992,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Maria,2025,1,Dry,4.97154,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Siniloan,2025,1,Dry,4.70677,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Victoria,2025,1,Dry,5.19894,ALL ECOSYSTEMS,2025 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Alaminos,2025,2,Wet,3.63895,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Bay,2025,2,Wet,3.91901,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Calauan,2025,2,Wet,3.86538,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Cavinti,2025,2,Wet,3.38834,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,City of Biñan,2025,2,Wet,3.88066,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,City of Cabuyao,2025,2,Wet,3.82416,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,City of Calamba,2025,2,Wet,3.82067,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,City of San Pablo,2025,2,Wet,4.01528,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,City of Santa Rosa,2025,2,Wet,3.72801,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Famy,2025,2,Wet,3.95376,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Kalayaan,2025,2,Wet,3.28499,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Liliw,2025,2,Wet,3.89298,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Los Baños,2025,2,Wet,3.67264,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Luisiana,2025,2,Wet,3.21777,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Lumban,2025,2,Wet,3.95641,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Mabitac,2025,2,Wet,3.91815,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Magdalena,2025,2,Wet,3.84366,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Majayjay,2025,2,Wet,3.57955,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Nagcarlan,2025,2,Wet,3.87086,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Paete,2025,2,Wet,3.40083,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Pagsanjan,2025,2,Wet,3.90434,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Pakil,2025,2,Wet,3.64456,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Pangil,2025,2,Wet,3.88248,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Pila,2025,2,Wet,3.96492,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Rizal,2025,2,Wet,3.43065,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Santa Cruz,2025,2,Wet,3.9001,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Santa Maria,2025,2,Wet,3.99055,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Siniloan,2025,2,Wet,3.99278,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
Laguna,Victoria,2025,2,Wet,3.97158,ALL ECOSYSTEMS,2025 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality (1).xlsx,False
